Movie_Name,Description,Director,Rating,Runtime,Year of Release,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,History,Horror,Mystery,Romance,Sci-Fi,Thriller,War,Budget,Collection,Nominated
Mud,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love. (130 mins.), Jeff Nichols,7.4,130,2012,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10000000,31556959,N
Munich,"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day. (164 mins.)", Steven Spielberg,7.6,164,2005,0,1,1,1,0,0,1,0,0,0,0,0,0,0,75000000,131492772,Y
My Life Without Me,A young woman conceals the fact of her terminal cancer to live her life with a passion she never had before. (106 mins.), Isabel Coixet,7.6,106,2003,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2500000,12267275,N
Mystic River,"With a childhood tragedy that overshadowed their lives, three men are reunited by circumstance when one has a family tragedy. (138 mins.)", Clint Eastwood,8,138,2003,0,0,0,0,1,1,0,0,0,1,0,0,1,0,30000000,156822020,Y
Napoleon Dynamite,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home. (96 mins.)", Jared Hess,6.9,96,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,400000,46122713,N
Narc,When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case. (105 mins.), Joe Carnahan,7.2,105,2002,0,0,0,0,1,1,0,0,0,1,0,0,1,0,7500000,11843260,N
Nebraska,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize. (115 mins.)", Alexander Payne,7.7,115,2013,0,1,0,1,0,1,0,0,0,0,0,0,0,0,12000000,24761360,Y
Never Let Me Go,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking. (103 mins.)", Mark Romanek,7.2,103,2010,0,0,0,0,0,1,0,0,0,0,1,1,0,0,15000000,11173718,N
Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. (118 mins.)", Dan Gilroy,7.9,118,2014,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8500000,50334418,N
No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande. (122 mins.)," Ethan Coen, Joel Coen",8.1,122,2007,0,0,0,0,1,1,0,0,0,0,0,0,1,0,25000000,164051250,Y
Nocturnal Animals,"A wealthy art gallery owner receives a draft of her ex-husbands new novel, and once she starts reading it she just cannot put it down. (116 mins.)", Tom Ford,7.5,116,2016,0,0,0,0,1,1,0,0,0,0,1,0,1,0,22500000,30799071,N
Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new friend also go well beyond platonic friendship. (92 mins.)", Richard Eyre,7.4,92,2006,0,0,0,0,1,1,0,0,0,0,1,0,1,0,27500000,50578411,N
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. (107 mins.)", Joel Coen,7.8,107,2000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,26000000,75763814,N
Oldboy,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days. (120 mins.)", Chan-wook Park,8.4,120,2003,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3000000,6239723,N
Once,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story. (86 mins.)", John Carney,7.9,86,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,150000,23344056,N
Only the Brave,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters risk everything to protect a town from a historic wildfire. (134 mins.)", Joseph Kosinski,8.1,134,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38000000,17808916,N
Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman. (139 mins.), Kevin Costner,7.5,139,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26000000,68613992,N
Osama,"The Taliban are ruling Afghanistan, they being a repressive regime especially for women, who, among other things... (83 mins.)", Siddiq Barmak,7.4,83,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500000,1971479,N
Out of the Blue,"Based on the Aramoana Massacre that occurred on 13 November and 14 November 1990. Resident David Gray, an unemployed gun collector, went on a rampage in which 13 people were shot dead, before Gray himself was shot by police. (103 mins.)", Robert Sarkies,7.2,103,2006,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4600000,731767,N
Paddington,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven. (95 mins.)", Paul King,7.2,95,2014,0,1,1,1,0,0,1,0,0,0,0,0,0,0,55000000,259541430,N
ParaNorman,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse. (92 mins.)"," Chris Butler, Sam Fell",7,92,2012,0,1,1,1,0,0,1,0,0,0,0,0,0,0,60000000,108119662,N
"Paris, je taime","Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened. (120 mins.)"," Olivier Assayas, Frédéric Auburtin",7.3,120,2006,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13000000,5175088,N
Paterson,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details. (118 mins.)", Jim Jarmusch,7.4,118,2016,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5000000,10778217,N
Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the worlds finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent. (147 mins.)", Tom Tykwer,7.5,147,2006,0,0,0,0,1,1,1,0,0,0,0,0,0,0,63700000,133603463,N
Persepolis,A precocious and outspoken Iranian girl grows up during the Islamic Revolution. (96 mins.)," Vincent Paronnaud, Marjane Satrapi",8.1,96,2007,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7300000,25397460,N
Phantom,"In Tokyo, a girl and her boyfriend spend a night talking about their life, their precarious condition and their difficulties to earn a living, their place in the world, if ever they have one... (76 mins.)", Jonathan Soler,7.7,76,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18000000,1199510,N
Philomena,"A world-weary political journalist picks up the story of a womans search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent. (98 mins.)", Stephen Frears,7.6,98,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12000000,98963392,Y
Polisse,A journalist covering police assigned to a juvenile division enters an affair with one of her subjects. (127 mins.), Maïwenn,7.3,127,2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8900000,22744132,N
Pollock,"A film about the life and career of the American painter, Jackson Pollock. (122 mins.)", Ed Harris,7,122,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6000000,10557291,N
Precious,"In New York Citys Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction. (110 mins.)", Lee Daniels,7.3,110,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10000000,63600000,Y
Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice? (129 mins.)", Joe Wright,7.8,129,2005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28000000,126549607,N
Prisoners,"When Keller Dovers daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. (153 mins.)", Denis Villeneuve,8.1,153,2013,0,0,0,0,1,1,0,0,0,1,0,0,1,0,46000000,113402302,N
Prometheus,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone. (124 mins.)", Ridley Scott,7,124,2012,0,1,0,0,0,0,0,0,0,1,0,1,0,0,125000000,402448265,N
Quills,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor. (124 mins.)", Philip Kaufman,7.3,124,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13500000,11732088,N
Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident. (91 mins.), John Cameron Mitchell,7,91,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5000000,6205034,N
Rabbit-Proof Fence,"In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a journey across the Outback. (94 mins.)", Phillip Noyce,7.5,94,2002,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7000000,16866928,N
Raising Victor Vargas,"A Lower East Side teen-ager struggles to find some sanity while surrounded by an eccentric grandmother, a crazy new girlfriend, and a longing younger brother. (88 mins.)", Peter Sollett,7.2,88,2002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,800000,2900578,N
Rambo,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit. (92 mins.)", Sylvester Stallone,7,92,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,1,47500000,112214531,N
Rango,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff. (107 mins.)", Gore Verbinski,7.2,107,2011,0,1,1,1,0,0,0,0,0,0,0,0,0,0,135000000,245504574,N
Ray,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s. (152 mins.)", Taylor Hackford,7.7,152,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40000000,124823094,Y
Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief. (124 mins.), Mike Binder,7.5,124,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,20081987,N
Remember the Titans,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit. (113 mins.), Boaz Yakin,7.8,113,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30000000,136706683,N
Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep. (102 mins.), Darren Aronofsky,8.3,102,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4500000,7389233,N
Rescue Dawn,A U.S. fighter pilots epic struggle of survival after being shot down on a mission over Laos during the Vietnam War. (120 mins.), Werner Herzog,7.3,120,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10000000,7037886,N
Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. (119 mins.), Sam Mendes,7.3,119,2008,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45000000,79564960,N
Road to Perdition,Bonds of loyalty are put to the test when a hitmans son witnesses what his father does for a living. (117 mins.), Sam Mendes,7.7,117,2002,0,0,0,0,1,1,0,0,0,0,0,0,1,0,80000000,183354514,N
Room,A young boy is raised within the confines of a small shed. (118 mins.), Lenny Abrahamson,8.2,118,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13000000,36262783,Y
Rush,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda. (123 mins.), Ron Howard,8.1,123,2013,1,0,0,0,0,1,0,1,0,0,0,0,0,0,38000000,98230839,N
Safety Not Guaranteed,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel. (86 mins.), Colin Trevorrow,7,86,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,750000,4422318,N
Saw,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover theyre pawns in a deadly game perpetrated by a notorious serial killer. (103 mins.)", James Wan,7.7,103,2004,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1200000,103880027,N
Scott Pilgrim vs. the World,Scott Pilgrim must defeat his new girlfriends seven evil exes in order to win her heart. (112 mins.), Edgar Wright,7.5,112,2010,1,0,0,1,0,0,0,0,0,0,1,0,0,0,85000000,48056764,N
Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation. (140 mins.), Gary Ross,7.3,140,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86000000,148715342,Y
Selma,"A chronicle of Dr. Martin Luther King, Jr.s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965. (128 mins.)", Ava DuVernay,7.5,128,2014,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20000000,66776908,Y
Serenity,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic. (119 mins.), Joss Whedon,7.9,119,2005,1,1,0,0,0,0,0,0,0,0,0,1,1,0,39000000,40319440,N
Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers. (123 mins.), Gabriele Muccino,7.7,123,2008,0,0,0,0,0,1,0,0,0,0,1,0,0,0,54000000,166617328,N
Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangsters beloved Shih Tzu. (110 mins.), Martin McDonagh,7.2,110,2012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13500000,33035736,N
Sexy Beast,"Brutal gangster Don Logan recruits retired safecracker Gal for one last job, but it goes badly for both of them. (89 mins.)", Jonathan Glazer,7.3,89,2000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4300000,10158355,N
Shame,A mans carefully cultivated private life is disrupted when his sister arrives for an indefinite stay. (101 mins.), Steve McQueen,7.2,101,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6500000,20412841,N
Shattered Glass,The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine. (94 mins.), Billy Ray,7.2,94,2003,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6000000,3456602,N
Shaun of the Dead,"A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living. (99 mins.)", Edgar Wright,8,99,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5000000,30332385,N
Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England. (128 mins.), Guy Ritchie,7.6,128,2009,1,1,0,0,1,0,0,0,0,1,0,0,1,0,90000000,498438212,N
Sherlock Holmes: A Game of Shadows,"Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty. (129 mins.)", Guy Ritchie,7.5,129,2011,1,1,0,0,1,0,0,0,0,1,0,0,1,0,125000000,535663443,N
Shotgun Stories,Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father... (92 mins.), Jeff Nichols,7.3,92,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,250000,284174,N
Shutter Island,"In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane. (138 mins.)", Martin Scorsese,8.1,138,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0,80000000,299461782,N
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico. (121 mins.), Denis Villeneuve,7.6,121,2015,1,0,0,0,1,1,0,0,0,1,0,0,1,0,30000000,78571737,N
Side Effects,A young womans world unravels when a drug prescribed by her psychiatrist has unexpected side effects. (106 mins.), Steven Soderbergh,7.1,106,2013,0,0,0,0,1,1,0,0,0,0,0,0,1,0,30000000,66742138,N
Sideways,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through Californias wine country, just as one is about to take a trip down the aisle. (126 mins.)", Alexander Payne,7.5,126,2004,0,0,0,1,0,1,0,0,0,0,1,0,0,0,17000000,109793192,Y
Silence,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism. (161 mins.)", Martin Scorsese,7.2,161,2016,0,1,0,0,0,1,0,1,0,0,0,0,0,0,46500000,16149791,N
Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own. (122 mins.)", David O. Russell,7.8,122,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,21000000,236412453,Y
Simon,A mild-mannered gay dentist and a hedonist womanizer rekindle their unlikely friendship when the latters terminal cancer drives them back together after a decade apart. (102 mins.), Eddy Terstall,8,102,2004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1300000,1738663,N
Sin City,"A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption. (124 mins.)"," Frank Miller, Robert Rodriguez",8,124,2005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40000000,158527918,N
Sinister,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s. (110 mins.), Scott Derrickson,6.8,110,2012,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3000000,87727807,N
Skyfall,"Bonds loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. (143 mins.)", Sam Mendes,7.8,143,2012,1,1,0,0,0,0,0,0,0,0,0,0,1,0,200000000,1110526981,N
Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters. (95 mins.)", James Gunn,6.5,95,2006,0,0,0,1,0,0,0,0,1,0,0,1,0,0,15250000,12930343,N
Slumdog Millionaire,A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of Who Wants to be a Millionaire(120 mins.)," Danny Boyle, Loveleen Tandan",8,120,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14000000,384519665,Y
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond. (104 mins.)", Guy Ritchie,8.3,104,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000000,83593107,N
Snowpiercer,"Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges. (126 mins.)", Bong Joon Ho,7,126,2013,1,1,0,0,0,1,1,0,0,0,0,1,0,0,40000000,88069880,N
Source Code,A soldier wakes up in someone elses body and discovers hes part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete. (93 mins.), Duncan Jones,7.5,93,2011,0,0,0,0,0,0,0,0,0,1,1,1,1,0,32000000,140428499,N
Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood. (98 mins.)", David Cronenberg,6.8,98,2002,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10000000,1641788,N
Spider-Man,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family. (121 mins.)", Sam Raimi,7.3,121,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,139000000,821706375,N
Spider-Man 2,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius. (127 mins.), Sam Raimi,7.3,127,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200000000,795110670,N
Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core. (128 mins.)", Tom McCarthy,8.1,128,2015,0,0,0,0,1,1,0,1,0,0,0,0,0,0,20000000,92217729,Y
Spun,"A drug dealer introduces one of his customers, a speed freak, to the man who runs the meth lab. A crazy three-day adventure ensues. (101 mins.)", Jonas Åkerlund,6.8,101,2002,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4500000,1022649,N
Star Trek,The brash James T. Kirk tries to live up to his fathers legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time. (127 mins.), J.J. Abrams,8,127,2009,1,1,0,0,0,0,0,0,0,0,0,1,0,0,140000000,385680446,N
Still Alice,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimers Disease. (101 mins.)," Richard Glatzer, Wash Westmoreland",7.5,101,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5000000,41699612,N
Stoker,"After Indias father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him. (99 mins.)", Chan-wook Park,6.8,99,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12000000,12034913,N
Straight Outta Compton,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood. (147 mins.)", F. Gary Gray,7.9,147,2015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28000000,202043881,N
Stranger Than Fiction,"An IRS auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death. (113 mins.)", Marc Forster,7.6,113,2006,0,0,0,1,0,1,1,0,0,0,1,0,0,0,30000000,53572822,N
Sully,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flights passengers and crew. (96 mins.)", Clint Eastwood,7.5,96,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60000000,238552082,N
Sunshine,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057. (107 mins.), Danny Boyle,7.3,107,2007,0,1,0,0,0,0,0,0,0,0,0,1,1,0,40000000,32030610,N
Super 8,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town. (112 mins.)", J.J. Abrams,7,112,2011,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50000000,257972745,N
"Synecdoche, New York","A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play. (124 mins.)", Charlie Kaufman,7.5,124,2008,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20000000,4383538,N
Syriana,A politically charged epic about the state of the oil industry in the hands of those personally involved and affected by it. (128 mins.), Stephen Gaghan,7,128,2005,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50000000,92690959,N
Take Shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself. (121 mins.)", Jeff Nichols,7.4,121,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4750000,4972016,N
Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is. (100 mins.)"," Nathan Greno, Byron Howard",7.8,100,2010,0,1,1,1,0,0,1,0,0,0,1,0,0,0,260000000,586581936,N
Team America: World Police,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love. (98 mins.)", Trey Parker,7.2,98,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20000000,50948811,N
Thank You for Smoking,"Satirical comedy follows the machinations of Big Tobaccos chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son. (92 mins.)", Jason Reitman,7.6,92,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7500000,40016662,N
The Adjustment Bureau,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart. (106 mins.), George Nolfi,7.1,106,2011,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50200000,126931325,N
The Adventures of Tintin,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddocks ancestor. (107 mins.), Steven Spielberg,7.4,107,2011,1,1,1,0,0,0,0,0,0,1,0,0,0,0,130000000,373993951,N
The Age of Shadows,Japanese agents close in as members of the Korean resistance plan an attack in 1920s Seoul. (140 mins.), Jee-woon Kim,7.2,140,2016,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8620000,5530000,N
The Artist,"A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions. (100 mins.)", Michel Hazanavicius,7.9,100,2011,0,0,0,1,0,1,0,0,0,0,1,0,0,0,16000000,128256712,Y
The Assassin,A female assassin receives a dangerous mission to kill a political leader in eighth-century China. (105 mins.), Hsiao-Hsien Hou,6.4,105,2015,1,0,0,0,0,1,0,1,0,0,0,0,0,0,10000000,1400000,N
The Assassination of Jesse James by the Coward Robert Ford,"Robert Ford, whos idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader. (160 mins.)", Andrew Dominik,7.5,160,2007,0,0,0,0,1,1,0,1,0,0,0,0,0,0,30000000,15313631,N
The Assassination of Richard Nixon,"Based on real life events, Assassination is set in 1974 and centers on a businessman who decides to take extreme measures to achieve his American dream. (95 mins.)", Niels Mueller,7,95,2004,0,0,0,0,1,1,0,1,0,0,0,0,1,0,46000000,4400000,N
The Avengers,Earths mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity. (143 mins.), Joss Whedon,8.1,143,2012,1,1,0,0,0,0,0,0,0,0,0,1,0,0,225000000,1519479547,N
The Aviator,A biopic depicting the early years of legendary Director and aviator Howard Hughes career from the late 1920s to the mid 1940s. (170 mins.), Martin Scorsese,7.5,170,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,110000000,208370892,Y
The Baader Meinhof Complex,"A look at Germanys terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings and assassinations in the late 1960s and 70s. (150 mins.)", Uli Edel,7.4,150,2008,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19700000,16498827,N
The Babadook,"A widowed mother, plagued by the violent death of her husband, battles with her sons fear of a monster lurking in the house, but soon discovers a sinister presence all around her. (93 mins.)", Jennifer Kent,6.8,93,2014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000000,7500000,N
The Barbarian Invasions,"During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son. (99 mins.)", Denys Arcand,7.7,99,2003,0,0,0,1,1,1,0,0,0,1,1,0,0,0,5000000,26924656,N
The Beat That My Heart Skipped,"Will Thomas still lead a life of crime and cruelty, just like his thuggish father, or will he pursue his dream of becoming a pianist? (108 mins.)", Jacques Audiard,7.3,108,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6200000,6500000,N
The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways. (124 mins.)", John Madden,7.3,124,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10000000,134639780,N
The Big Short,"Four denizens in the world of high-finance predict the credit and housing bubble collapse of the mid-2000s, and decide to take on the big banks for their greed and lack of foresight. (130 mins.)", Adam McKay,7.8,130,2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,28000000,133162752,Y
The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his familys expectations, and his true feelings. (120 mins.)", Michael Showalter,7.7,120,2017,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5000000,53005454,N
The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family. (129 mins.)", John Lee Hancock,7.7,129,2009,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35000000,305705794,Y
